wave,effect,model,variant,persona,cond,condition_type,task_demand_type,paradigm_class,pc_coarse,aversive_pole,n_rollouts,n_ok,n_hard,n_soft_content,n_soft_defect,n_tech,n_refusal,refusal_rate
A0,Valdesolo2007_hypocrisy,sonnet5,A,demographic,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,A,demographic,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,A,demographic,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,A,none,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,A,none,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,A,none,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,A,none,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,B,demographic,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,B,demographic,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,B,demographic,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,B,demographic,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,B,none,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,B,none,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,B,none,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,B,none,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,deidentified,demographic,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,deidentified,demographic,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,deidentified,demographic,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,deidentified,demographic,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,deidentified,none,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,deidentified,none,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,deidentified,none,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,deidentified,none,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,frame_flip,demographic,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,frame_flip,demographic,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,frame_flip,demographic,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,frame_flip,demographic,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,frame_flip,none,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,frame_flip,none,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,frame_flip,none,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,frame_flip,none,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,A,demographic,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,A,demographic,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,A,none,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,A,none,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,B,demographic,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,B,demographic,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,B,none,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,B,none,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,deidentified,demographic,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,deidentified,demographic,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,deidentified,none,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,deidentified,none,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,frame_flip,demographic,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,frame_flip,demographic,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,frame_flip,none,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet45,frame_flip,none,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,A,demographic,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,A,demographic,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,A,none,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,A,none,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,B,demographic,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,B,demographic,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,B,none,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,B,none,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,deidentified,demographic,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,deidentified,demographic,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,deidentified,none,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,deidentified,none,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,frame_flip,demographic,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,frame_flip,demographic,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,frame_flip,none,order_future_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,VanBoven2007_anticipation,sonnet5,frame_flip,none,order_past_first,temporal_frame,self_episode_report,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet45,A,demographic,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,0,20,0,0,0,20,1.0
A0,Wakslak2006_construal,sonnet45,A,demographic,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,17,3,0,0,0,3,0.15
A0,Wakslak2006_construal,sonnet45,A,none,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,0,20,0,0,0,20,1.0
A0,Wakslak2006_construal,sonnet45,A,none,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet45,B,demographic,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,16,4,0,0,0,4,0.2
A0,Wakslak2006_construal,sonnet45,B,demographic,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,14,6,0,0,0,6,0.3
A0,Wakslak2006_construal,sonnet45,B,none,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,19,1,0,0,0,1,0.05
A0,Wakslak2006_construal,sonnet45,B,none,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,5,15,0,0,0,15,0.75
A0,Wakslak2006_construal,sonnet45,deidentified,demographic,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,10,10,0,0,0,10,0.5
A0,Wakslak2006_construal,sonnet45,deidentified,demographic,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet45,deidentified,none,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,0,20,0,0,0,20,1.0
A0,Wakslak2006_construal,sonnet45,deidentified,none,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,18,2,0,0,0,2,0.1
A0,Wakslak2006_construal,sonnet45,frame_flip,demographic,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet45,frame_flip,demographic,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet45,frame_flip,none,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet45,frame_flip,none,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,A,demographic,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,A,demographic,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,A,none,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,A,none,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,B,demographic,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,B,demographic,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,B,none,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,B,none,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,deidentified,demographic,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,deidentified,demographic,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,deidentified,none,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,deidentified,none,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,frame_flip,demographic,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,frame_flip,demographic,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,frame_flip,none,high_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
A0,Wakslak2006_construal,sonnet5,frame_flip,none,low_likelihood,neutral_instruction,neutral_judgment,jdm_bias,jdm_or_perceptual,0,20,20,0,0,0,0,0,0.0
P2,Weinstein1984_comparative_optimism,sonnet45,A,demographic,,no_manipulation,personal_risk_estimate,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
P2,Weinstein1984_comparative_optimism,sonnet45,A,none,,no_manipulation,personal_risk_estimate,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
P2,Weinstein1984_comparative_optimism,sonnet45,B,demographic,,no_manipulation,personal_risk_estimate,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
P2,Weinstein1984_comparative_optimism,sonnet45,B,none,,no_manipulation,personal_risk_estimate,jdm_bias,jdm_or_perceptual,0,60,39,0,1,20,0,21,0.35
P2,Weinstein1984_comparative_optimism,sonnet5,A,demographic,,no_manipulation,personal_risk_estimate,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
P2,Weinstein1984_comparative_optimism,sonnet5,A,none,,no_manipulation,personal_risk_estimate,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
P2,Weinstein1984_comparative_optimism,sonnet5,B,demographic,,no_manipulation,personal_risk_estimate,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
P2,Weinstein1984_comparative_optimism,sonnet5,B,none,,no_manipulation,personal_risk_estimate,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet45,A,demographic,close,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet45,A,demographic,distant,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet45,A,none,close,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet45,A,none,distant,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet45,B,demographic,close,semantic_prime,neutral_judgment,social_priming,priming,0,20,19,1,0,0,0,1,0.05
P2,WilliamsBargh2008_distance_priming,sonnet45,B,demographic,distant,semantic_prime,neutral_judgment,social_priming,priming,0,20,16,4,0,0,0,4,0.2
P2,WilliamsBargh2008_distance_priming,sonnet45,B,none,close,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet45,B,none,distant,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet5,A,demographic,close,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet5,A,demographic,distant,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet5,A,none,close,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet5,A,none,distant,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet5,B,demographic,close,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet5,B,demographic,distant,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet5,B,none,close,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,WilliamsBargh2008_distance_priming,sonnet5,B,none,distant,semantic_prime,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,A,demographic,black_white,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,A,demographic,blue_yellow,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,A,demographic,gray,visual_stimulus,neutral_judgment,social_priming,priming,0,20,19,1,0,0,0,1,0.05
P2,Zarkadi2013_visual_contrast,sonnet45,A,none,black_white,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,A,none,blue_yellow,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,A,none,gray,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,B,demographic,black_white,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,B,demographic,blue_yellow,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,B,demographic,gray,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,B,none,black_white,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,B,none,blue_yellow,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet45,B,none,gray,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,A,demographic,black_white,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,A,demographic,blue_yellow,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,A,demographic,gray,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,A,none,black_white,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,A,none,blue_yellow,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,A,none,gray,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,B,demographic,black_white,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,B,demographic,blue_yellow,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,B,demographic,gray,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,B,none,black_white,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,B,none,blue_yellow,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
P2,Zarkadi2013_visual_contrast,sonnet5,B,none,gray,visual_stimulus,neutral_judgment,social_priming,priming,0,20,20,0,0,0,0,0,0.0
