wave,effect,model,variant,persona,cond,condition_type,task_demand_type,paradigm_class,pc_coarse,aversive_pole,n_rollouts,n_ok,n_hard,n_soft_content,n_soft_defect,n_tech,n_refusal,refusal_rate
A1,Rottenstreich2001_affective_lottery,sonnet5,B,demographic,certainty,money_exchange,monetary_allocation,jdm_bias,jdm_or_perceptual,0,30,30,0,0,0,0,0,0.0
A1,Rottenstreich2001_affective_lottery,sonnet5,B,demographic,low_probability,money_exchange,monetary_allocation,jdm_bias,jdm_or_perceptual,0,30,30,0,0,0,0,0,0.0
A1,Rottenstreich2001_affective_lottery,sonnet5,B,none,certainty,money_exchange,monetary_allocation,jdm_bias,jdm_or_perceptual,0,30,30,0,0,0,0,0,0.0
A1,Rottenstreich2001_affective_lottery,sonnet5,B,none,low_probability,money_exchange,monetary_allocation,jdm_bias,jdm_or_perceptual,0,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet45,A,demographic,recipient,neutral_recall,self_episode_report,introspective_recall,self_report,0,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet45,A,demographic,self_promoter,neutral_recall,self_episode_report,introspective_recall,self_report,1,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet45,A,none,recipient,neutral_recall,self_episode_report,introspective_recall,self_report,0,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet45,A,none,self_promoter,neutral_recall,self_episode_report,introspective_recall,self_report,1,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet45,B,demographic,recipient,neutral_recall,self_episode_report,introspective_recall,self_report,0,30,23,7,0,0,0,7,0.23333333333333334
P2,Scopelliti2015_bragging_emotion,sonnet45,B,demographic,self_promoter,neutral_recall,self_episode_report,introspective_recall,self_report,1,30,27,3,0,0,0,3,0.1
P2,Scopelliti2015_bragging_emotion,sonnet45,B,none,recipient,neutral_recall,self_episode_report,introspective_recall,self_report,0,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet45,B,none,self_promoter,neutral_recall,self_episode_report,introspective_recall,self_report,1,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet5,A,demographic,recipient,neutral_recall,self_episode_report,introspective_recall,self_report,0,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet5,A,demographic,self_promoter,neutral_recall,self_episode_report,introspective_recall,self_report,1,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet5,A,none,recipient,neutral_recall,self_episode_report,introspective_recall,self_report,0,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet5,A,none,self_promoter,neutral_recall,self_episode_report,introspective_recall,self_report,1,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet5,B,demographic,recipient,neutral_recall,self_episode_report,introspective_recall,self_report,0,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet5,B,demographic,self_promoter,neutral_recall,self_episode_report,introspective_recall,self_report,1,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet5,B,none,recipient,neutral_recall,self_episode_report,introspective_recall,self_report,0,30,30,0,0,0,0,0,0.0
P2,Scopelliti2015_bragging_emotion,sonnet5,B,none,self_promoter,neutral_recall,self_episode_report,introspective_recall,self_report,1,30,30,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,A,demographic,perpetrator_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,A,demographic,perpetrator_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,A,demographic,victim_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,A,demographic,victim_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,A,none,perpetrator_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,A,none,perpetrator_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,A,none,victim_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,A,none,victim_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,B,demographic,perpetrator_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,B,demographic,perpetrator_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,14,1,0,0,0,1,0.06666666666666667
P2,Shnabel2008_needs_reconciliation,sonnet45,B,demographic,victim_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,B,demographic,victim_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,14,1,0,0,0,1,0.06666666666666667
P2,Shnabel2008_needs_reconciliation,sonnet45,B,none,perpetrator_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,B,none,perpetrator_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,B,none,victim_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet45,B,none,victim_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,A,demographic,perpetrator_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,A,demographic,perpetrator_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,A,demographic,victim_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,A,demographic,victim_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,A,none,perpetrator_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,A,none,perpetrator_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,A,none,victim_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,A,none,victim_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,B,demographic,perpetrator_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,B,demographic,perpetrator_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,B,demographic,victim_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,B,demographic,victim_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,B,none,perpetrator_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,B,none,perpetrator_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,1,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,B,none,victim_acceptance,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
P2,Shnabel2008_needs_reconciliation,sonnet5,B,none,victim_empowerment,transgression_recall,self_transgression_disclosure,introspective_recall,self_report,0,15,15,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,A,demographic,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,A,demographic,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,A,none,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,A,none,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,B,demographic,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,15,5,0,0,0,5,0.25
A0,Slepian2012_secrets,sonnet45,B,demographic,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,B,none,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,0,20,0,0,0,20,1.0
A0,Slepian2012_secrets,sonnet45,B,none,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,0,20,0,0,0,20,1.0
A0,Slepian2012_secrets,sonnet45,deidentified,demographic,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,deidentified,demographic,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,deidentified,none,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,deidentified,none,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,frame_flip,demographic,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet45,frame_flip,demographic,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,19,1,0,0,0,1,0.05
A0,Slepian2012_secrets,sonnet45,frame_flip,none,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,0,20,0,0,0,20,1.0
A0,Slepian2012_secrets,sonnet45,frame_flip,none,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,17,3,0,0,0,3,0.15
A0,Slepian2012_secrets,sonnet5,A,demographic,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,A,demographic,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,A,none,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,A,none,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,B,demographic,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,B,demographic,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,B,none,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,B,none,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,deidentified,demographic,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,deidentified,demographic,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,deidentified,none,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,deidentified,none,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,frame_flip,demographic,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,frame_flip,demographic,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,frame_flip,none,big_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,1,20,20,0,0,0,0,0,0.0
A0,Slepian2012_secrets,sonnet5,frame_flip,none,small_secret,secret_recall,self_secret_disclosure,introspective_recall,self_report,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet45,A,demographic,busy_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet45,A,demographic,plain_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet45,A,none,busy_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet45,A,none,plain_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet45,B,demographic,busy_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet45,B,demographic,plain_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,19,1,0,0,0,1,0.05
P2,Stevenson2000_web_brand_attitude,sonnet45,B,none,busy_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet45,B,none,plain_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet5,A,demographic,busy_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet5,A,demographic,plain_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet5,A,none,busy_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet5,A,none,plain_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet5,B,demographic,busy_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet5,B,demographic,plain_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet5,B,none,busy_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
P2,Stevenson2000_web_brand_attitude,sonnet5,B,none,plain_background,visual_stimulus,neutral_judgment,social_judgment,social_inference,0,20,20,0,0,0,0,0,0.0
A0,Tamir2012_selfdisclosure,sonnet45,A,demographic,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,0,0,0,0,40,0,0.0
A0,Tamir2012_selfdisclosure,sonnet45,A,none,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,0,0,0,0,40,0,0.0
A0,Tamir2012_selfdisclosure,sonnet45,B,demographic,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,40,0,0,0,0,0,0.0
A0,Tamir2012_selfdisclosure,sonnet45,B,none,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,39,1,0,0,0,1,0.025
A0,Tamir2012_selfdisclosure,sonnet45,deidentified,demographic,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,40,0,0,0,0,0,0.0
A0,Tamir2012_selfdisclosure,sonnet45,deidentified,none,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,39,1,0,0,0,1,0.025
A0,Tamir2012_selfdisclosure,sonnet45,frame_flip,demographic,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,40,0,0,0,0,0,0.0
A0,Tamir2012_selfdisclosure,sonnet45,frame_flip,none,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,40,0,0,0,0,0,0.0
A0,Tamir2012_selfdisclosure,sonnet5,A,demographic,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,27,0,0,0,13,0,0.0
A0,Tamir2012_selfdisclosure,sonnet5,A,none,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,40,0,0,0,0,0,0.0
A0,Tamir2012_selfdisclosure,sonnet5,B,demographic,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,16,0,0,0,24,0,0.0
A0,Tamir2012_selfdisclosure,sonnet5,B,none,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,0,0,0,0,40,0,0.0
A0,Tamir2012_selfdisclosure,sonnet5,deidentified,demographic,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,40,0,0,0,0,0,0.0
A0,Tamir2012_selfdisclosure,sonnet5,deidentified,none,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,40,0,0,0,0,0,0.0
A0,Tamir2012_selfdisclosure,sonnet5,frame_flip,demographic,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,40,0,0,0,0,0,0.0
A0,Tamir2012_selfdisclosure,sonnet5,frame_flip,none,,no_manipulation,self_disclosure_choice,incentive,jdm_or_perceptual,0,40,40,0,0,0,0,0,0.0
P2,Thoresen2003_commitment_negative_affect,sonnet45,A,demographic,,no_manipulation,affect_report,questionnaire,self_report,0,60,59,1,0,0,0,1,0.016666666666666666
P2,Thoresen2003_commitment_negative_affect,sonnet45,A,none,,no_manipulation,affect_report,questionnaire,self_report,0,60,60,0,0,0,0,0,0.0
P2,Thoresen2003_commitment_negative_affect,sonnet45,B,demographic,,no_manipulation,affect_report,questionnaire,self_report,0,60,60,0,0,0,0,0,0.0
P2,Thoresen2003_commitment_negative_affect,sonnet45,B,none,,no_manipulation,affect_report,questionnaire,self_report,0,60,38,22,0,0,0,22,0.36666666666666664
P2,Thoresen2003_commitment_negative_affect,sonnet5,A,demographic,,no_manipulation,affect_report,questionnaire,self_report,0,60,60,0,0,0,0,0,0.0
P2,Thoresen2003_commitment_negative_affect,sonnet5,A,none,,no_manipulation,affect_report,questionnaire,self_report,0,60,60,0,0,0,0,0,0.0
P2,Thoresen2003_commitment_negative_affect,sonnet5,B,demographic,,no_manipulation,affect_report,questionnaire,self_report,0,60,60,0,0,0,0,0,0.0
P2,Thoresen2003_commitment_negative_affect,sonnet5,B,none,,no_manipulation,affect_report,questionnaire,self_report,0,60,60,0,0,0,0,0,0.0
A1,Tversky1973_availability_letters,sonnet45,A,demographic,,no_manipulation,neutral_judgment,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
A1,Tversky1973_availability_letters,sonnet45,A,none,,no_manipulation,neutral_judgment,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
A1,Tversky1973_availability_letters,sonnet45,B,demographic,,no_manipulation,neutral_judgment,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
A1,Tversky1973_availability_letters,sonnet45,B,none,,no_manipulation,neutral_judgment,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
A1,Tversky1973_availability_letters,sonnet5,A,demographic,,no_manipulation,neutral_judgment,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
A1,Tversky1973_availability_letters,sonnet5,A,none,,no_manipulation,neutral_judgment,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
A1,Tversky1973_availability_letters,sonnet5,B,demographic,,no_manipulation,neutral_judgment,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
A1,Tversky1973_availability_letters,sonnet5,B,none,,no_manipulation,neutral_judgment,jdm_bias,jdm_or_perceptual,0,60,60,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,A,demographic,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,A,demographic,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,A,demographic,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,A,demographic,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,A,none,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,A,none,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,A,none,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,A,none,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,B,demographic,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,B,demographic,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,B,demographic,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,B,demographic,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,B,none,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,B,none,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,B,none,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,B,none,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,deidentified,demographic,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,deidentified,demographic,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,deidentified,demographic,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,deidentified,demographic,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,deidentified,none,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,5,10,0,0,0,10,0.6666666666666666
A0,Valdesolo2007_hypocrisy,sonnet45,deidentified,none,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,deidentified,none,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,0,15,0,0,0,15,1.0
A0,Valdesolo2007_hypocrisy,sonnet45,deidentified,none,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,frame_flip,demographic,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,frame_flip,demographic,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,frame_flip,demographic,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,frame_flip,demographic,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,frame_flip,none,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,frame_flip,none,other_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,frame_flip,none,outgroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,1,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet45,frame_flip,none,self_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
A0,Valdesolo2007_hypocrisy,sonnet5,A,demographic,ingroup_actor,moral_scenario,moral_wrongness_rating,moral_judgment,moral,0,15,15,0,0,0,0,0,0.0
