effect,model,r_sim,r_sim_all,variant_spread,refusal_rate,r_bare,r_o,r_r,n_o,n_r,paradigm_class,wave,z_sim,z_bare,z_o,z_r,D_pub,var_o,var_r
Valdesolo2007_hypocrisy,sonnet45,0.986039115331124,0.986039115331124,,,0.3082573996425541,0.4853,0.0,74.0,540.0,moral_judgment,A0A1,2.478819036461575,0.3186186898770544,0.5298939221883892,0.0,0.5298939221883892,0.014084507042253521,0.00186219739292365
VanBoven2007_anticipation,sonnet5,0.7663120636086753,0.7663120636086753,,,,0.44,0.01,36.0,246.0,jdm_bias,A0A1,1.0113312259318405,,0.4722308044204257,0.010000333353334763,0.4622304710670909,0.030303030303030304,0.00411522633744856
VanBoven2007_anticipation,sonnet45,0.0,0.0,,,,0.44,0.01,36.0,246.0,jdm_bias,A0A1,0.0,,0.4722308044204257,0.010000333353334763,0.4622304710670909,0.030303030303030304,0.00411522633744856
Wakslak2006_construal,sonnet5,-0.1957466538615742,-0.1957466538615742,,,,0.6101,-0.0946,21.0,115.0,jdm_bias,A0A1,-0.19830587875823064,,0.7090806359311705,-0.0948837218539798,0.8039643577851503,0.05555555555555555,0.008928571428571428
Wakslak2006_construal,sonnet45,-0.2184036866853458,-0.2184036866853458,,,,0.6101,-0.0946,21.0,115.0,jdm_bias,A0A1,-0.22197922177228652,,0.7090806359311705,-0.0948837218539798,0.8039643577851503,0.05555555555555555,0.008928571428571428
Husnu2010_imagined_contact,sonnet5,0.719,0.719,,,0.5381791589471991,0.395,0.0649,33.0,6335.0,social_imagery,A0A1,0.9055716680245517,0.6015888028003696,0.4177106181123123,0.0649913507899685,0.3527192673223438,0.03333333333333333,0.00015792798483891344
Husnu2010_imagined_contact,sonnet45,0.517,0.517,,,0.0,0.395,0.0649,33.0,6335.0,social_imagery,A0A1,0.5722366628479798,0.0,0.4177106181123123,0.0649913507899685,0.3527192673223438,0.03333333333333333,0.00015792798483891344
Tversky1973_availability_letters,sonnet5,-0.683,-0.683,,,-1.0,0.3794,0.045,152.0,3088.0,jdm_bias,A0A1,-0.8347157101567627,-2.6466524123622457,0.3993585744914555,0.04503041195909056,0.35432816253236493,0.006711409395973154,0.00032414910858995135
Tversky1973_availability_letters,sonnet45,0.0,0.0,,,0.9700714025076448,0.3794,0.045,152.0,3088.0,jdm_bias,A0A1,0.0,2.0935053024150787,0.3993585744914555,0.04503041195909056,0.35432816253236493,0.006711409395973154,0.00032414910858995135
Eyal2008_moral_distance,sonnet5,-0.054,-0.054,,,-0.1796053020267749,0.38,0.0316,58.0,116.0,moral_judgment,A0A1,-0.05405258002471468,-0.18157480412705743,0.4000596500560566,0.03161052447164315,0.36844912558441345,0.01818181818181818,0.008849557522123894
Eyal2008_moral_distance,sonnet45,0.191,0.191,,,0.110463604950201,0.38,0.0316,58.0,116.0,moral_judgment,A0A1,0.1933748261484042,0.11091622332861324,0.4000596500560566,0.03161052447164315,0.36844912558441345,0.01818181818181818,0.008849557522123894
Rottenstreich2001_affective_lottery,sonnet5,0.952,0.952,,,0.2672612419124244,0.3748,-0.04,40.0,7218.0,jdm_bias,A0A1,1.852704378032573,0.27391205551647485,0.3939959732141787,-0.04002135383676822,0.43401732705094687,0.02702702702702703,0.0001386001386001386
Rottenstreich2001_affective_lottery,sonnet45,0.0,0.0,,,0.0,0.3748,-0.04,40.0,7218.0,jdm_bias,A0A1,0.0,0.0,0.3939959732141787,-0.04002135383676822,0.43401732705094687,0.02702702702702703,0.0001386001386001386
Oppenheimer2009_retrospective_gambler,sonnet5,0.52,0.52,,,0.0,0.3261,0.01,80.0,5979.0,jdm_bias,A0A1,0.5763397549691928,0.0,0.338457925365691,0.010000333353334763,0.32845759201235625,0.012987012987012988,0.00016733601070950468
Oppenheimer2009_retrospective_gambler,sonnet45,0.636,0.636,,,-0.1827919249533804,0.3261,0.01,80.0,5979.0,jdm_bias,A0A1,0.7514278247629759,-0.18486960832063626,0.338457925365691,0.010000333353334763,0.32845759201235625,0.012987012987012988,0.00016733601070950468
Knobe2003_side_effect,sonnet5,1.0,1.0,,,1.0,0.6006,0.6585,78.0,7982.0,moral_judgment,A0A1,2.6466524123622457,2.6466524123622457,0.6940852084756155,0.7901605896881312,-0.09607538121251569,0.013333333333333334,0.00012532898859506203
Knobe2003_side_effect,sonnet45,0.232,0.232,,,0.9354143466934854,0.6006,0.6585,78.0,7982.0,moral_judgment,A0A1,0.23630220547289646,1.7000422070566705,0.6940852084756155,0.7901605896881312,-0.09607538121251569,0.013333333333333334,0.00012532898859506203
Miyamoto2002_correspondence_bias,sonnet5,0.975,0.975,,,0.0,0.7742,0.673,58.0,7197.0,trait_inference,A0A1,2.1847239262335103,0.0,1.0307276221854624,0.8162067650447854,0.21452085714067703,0.01818181818181818,0.00013900472616068947
Miyamoto2002_correspondence_bias,sonnet45,0.457,0.457,,,0.0,0.7742,0.673,58.0,7197.0,trait_inference,A0A1,0.49351274313063476,0.0,1.0307276221854624,0.8162067650447854,0.21452085714067703,0.01818181818181818,0.00013900472616068947
Genschow2017_free_will_attribution,sonnet5,0.076,0.076,,,0.1338527549977061,0.0946,0.0688,504.0,2822.0,jdm_bias,A0A1,0.07614683454002277,0.13466085359790395,0.0948837218539798,0.06890886290260395,0.025974858951375843,0.001996007984031936,0.000354735721887194
Genschow2017_free_will_attribution,sonnet45,-0.066,-0.066,,,0.280384791752786,0.0946,0.0688,504.0,2822.0,jdm_bias,A0A1,-0.06609608324847362,0.288099647066957,0.0948837218539798,0.06890886290260395,0.025974858951375843,0.001996007984031936,0.000354735721887194
Chao2017_thankyou_gift,sonnet5,0.0,0.0,,,0.0,0.1015,0.0519,519.0,2441.0,incentive,A0A1,0.0,0.0,0.10185073000939206,0.0519466749106575,0.04990405509873456,0.001937984496124031,0.00041017227235438887
Chao2017_thankyou_gift,sonnet45,-0.036,-0.036,,,0.1823665296949298,0.1015,0.0519,519.0,2441.0,incentive,A0A1,-0.03601556410444138,0.18442954341429993,0.10185073000939206,0.0519466749106575,0.04990405509873456,0.001937984496124031,0.00041017227235438887
