effect,model,r_sim,r_sim_all,variant_spread,refusal_rate,r_bare,r_o,r_r,n_o,n_r,paradigm_class,wave,z_sim,z_bare,z_o,z_r,D_pub,var_o,var_r
Banerjee2012_brightness,sonnet45,0.2408289518740018,0.2408289518740018,,,,0.5239,-0.015,74.0,482.0,introspective_recall,A0A1,0.2456539164830937,,0.5817001005476711,-0.015001125151899412,0.5967012256995705,0.014084507042253521,0.0020876826722338203
Bargh2012_warmth,sonnet5,0.0061944704294666,0.0061944704294666,,,,0.57,0.02,51.0,311.0,questionnaire,A0A1,0.006194549661590251,,0.6475228448273728,0.020002667306849582,0.6275201775205231,0.020833333333333332,0.003246753246753247
Bargh2012_warmth,sonnet45,0.0320423899705795,0.0320423899705795,,,,0.57,0.02,51.0,311.0,questionnaire,A0A1,0.03205336286251416,,0.6475228448273728,0.020002667306849582,0.6275201775205231,0.020833333333333332,0.003246753246753247
Cooney2016_fairness,sonnet5,0.8754804791094791,0.8754804791094791,,,0.9156284542458348,0.5657,0.1211,120.0,132.0,moral_judgment,A0A1,1.3560788315932675,1.5612854065866995,0.6411763738883505,0.12169724979447419,0.5194791240938763,0.008547008547008548,0.007751937984496124
Cooney2016_fairness,sonnet45,0.0,0.0,,,0.4349588362008402,0.5657,0.1211,120.0,132.0,moral_judgment,A0A1,0.0,0.4659964287168527,0.6411763738883505,0.12169724979447419,0.5194791240938763,0.008547008547008548,0.007751937984496124
Klink2000_soundsymbolism,sonnet5,0.9923672332051516,0.9923672332051516,,,0.9960238411119948,0.819,0.222,171.0,823.0,linguistic_intuition,A0A1,2.6466524123622457,2.6466524123622457,1.1537725736261482,0.2257588077765745,0.9280137658495736,0.005952380952380952,0.0012195121951219512
Klink2000_soundsymbolism,sonnet45,0.993764945217404,0.993764945217404,,,0.9963611234667512,0.819,0.222,171.0,823.0,linguistic_intuition,A0A1,2.6466524123622457,2.6466524123622457,1.1537725736261482,0.2257588077765745,0.9280137658495736,0.005952380952380952,0.0012195121951219512
Slepian2012_secrets,sonnet5,0.293002642697323,0.293002642697323,,,,0.52,0.04,40.0,100.0,introspective_recall,A0A1,0.3018477473162406,,0.5763397549691928,0.04002135383676822,0.5363184011324246,0.02702702702702703,0.010309278350515464
Slepian2012_secrets,sonnet45,0.5804009254497846,0.5804009254497846,,,,0.52,0.04,40.0,100.0,introspective_recall,A0A1,0.6630670865746062,,0.5763397549691928,0.04002135383676822,0.5363184011324246,0.02702702702702703,0.010309278350515464
Tamir2012_selfdisclosure,sonnet5,0.6938886664887108,0.6938886664887108,,,-0.9916316520429012,0.4853,0.0046,37.0,19.0,incentive,A0A1,0.8554166400029134,-2.6466524123622457,0.5298939221883892,0.004600032445745265,0.5252938897426439,0.029411764705882353,0.0625
Tamir2012_selfdisclosure,sonnet45,0.9505633016562604,0.9505633016562604,,,-0.98991067820108,0.4853,0.0046,37.0,19.0,incentive,A0A1,1.8375902263200534,-2.642183707225027,0.5298939221883892,0.004600032445745265,0.5252938897426439,0.029411764705882353,0.0625
Valdesolo2007_hypocrisy,sonnet5,0.8338417016381369,0.8338417016381369,,,0.0,0.4853,0.0,74.0,540.0,moral_judgment,A0A1,1.200613698681366,0.0,0.5298939221883892,0.0,0.5298939221883892,0.014084507042253521,0.00186219739292365
